Time,Symbol,Quote,Bid,Ask
2025-03-15 16:14:20,R_50,207.2594,207.2494,207.2694
2025-03-15 16:14:22,R_50,207.2598,207.2498,207.2698
2025-03-15 16:14:24,R_50,207.2697,207.2597,207.2797
2025-03-15 16:14:26,R_50,207.263,207.253,207.273
2025-03-15 16:14:28,R_50,207.3005,207.2905,207.3105
